                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                 1.4667,                 2.4463,                 1.4571,                0.13986,                0.18067,                0.09511,                0.06036,                   1.43,                 2.5482,                 1.4644,              0.0092575,              0.0092575,              0.0092575
                     78,                  1.468,                 2.4371,                  1.459,                 0.1488,                0.18575,                0.09717,                0.06354,                 1.4415,                  2.536,                 1.4767,              0.0092476,              0.0092476,              0.0092476
                     79,                 1.4823,                 2.4511,                 1.4616,                 0.2066,                0.17514,                0.09474,                0.06072,                 1.4282,                  2.545,                 1.4633,              0.0092377,              0.0092377,              0.0092377
                     80,                 1.4899,                 2.4482,                 1.4733,                0.13697,                 0.1861,                0.09534,                 0.0597,                 1.4378,                 2.5455,                 1.4709,              0.0092278,              0.0092278,              0.0092278
                     81,                 1.4824,                 2.4302,                 1.4598,                0.14076,                0.19631,                0.09735,                0.06258,                 1.4358,                 2.5225,                 1.4743,              0.0092179,              0.0092179,              0.0092179
                     82,                 1.4484,                 2.3988,                 1.4569,                0.14811,                0.17526,                0.10077,                0.06317,                 1.4172,                 2.5048,                 1.4632,               0.009208,               0.009208,               0.009208
                     83,                 1.4852,                 2.4448,                  1.465,                0.14211,                0.18692,                  0.098,                0.06273,                 1.4226,                 2.5103,                 1.4536,              0.0091981,              0.0091981,              0.0091981
                     84,                 1.4579,                 2.3969,                 1.4565,                0.14711,                0.18999,                0.10242,                0.06522,                 1.4261,                  2.491,                  1.465,              0.0091882,              0.0091882,              0.0091882
                     85,                   1.47,                 2.4141,                 1.4554,                0.14907,                0.19143,                 0.1058,                0.06775,                 1.4317,                  2.493,                 1.4709,              0.0091783,              0.0091783,              0.0091783
                     86,                 1.4604,                  2.379,                 1.4524,                0.16551,                0.17894,                0.10776,                0.07057,                 1.4201,                 2.4812,                 1.4696,              0.0091684,              0.0091684,              0.0091684
                     87,                 1.4755,                 2.4186,                 1.4608,                0.16482,                 0.1669,                0.10432,                0.06671,                 1.4296,                 2.4905,                 1.4625,              0.0091585,              0.0091585,              0.0091585
                     88,                 1.4526,                 2.3832,                 1.4425,                0.21184,                0.18795,                0.10407,                0.06669,                 1.4241,                 2.5031,                 1.4594,              0.0091486,              0.0091486,              0.0091486
                     89,                 1.4576,                 2.3812,                  1.453,                0.16098,                0.17717,                0.10367,                0.06674,                 1.4298,                 2.4768,                 1.4664,              0.0091387,              0.0091387,              0.0091387
                     90,                 1.4561,                 2.3546,                 1.4461,                0.15938,                0.19589,                0.10409,                0.06698,                 1.4321,                 2.4995,                 1.4679,              0.0091288,              0.0091288,              0.0091288
                     91,                 1.4537,                 2.3937,                 1.4546,                 0.2201,                0.18223,                0.10735,                0.06927,                 1.4103,                 2.4996,                  1.455,              0.0091189,              0.0091189,              0.0091189
                     92,                 1.4548,                 2.3767,                 1.4463,                0.16161,                0.19066,                0.10918,                0.07054,                 1.4124,                 2.4766,                 1.4496,               0.009109,               0.009109,               0.009109
                     93,                 1.4449,                 2.3615,                 1.4406,                 0.1537,                 0.1886,                0.10514,                0.06844,                 1.4164,                 2.4834,                 1.4518,              0.0090991,              0.0090991,              0.0090991
                     94,                 1.4447,                 2.3664,                 1.4473,                0.15919,                0.19261,                0.10826,                0.07063,                 1.4144,                 2.4731,                 1.4554,              0.0090892,              0.0090892,              0.0090892
                     95,                 1.4394,                   2.34,                 1.4388,                0.23244,                0.18132,                0.11597,                0.07498,                 1.4105,                 2.4475,                 1.4515,              0.0090793,              0.0090793,              0.0090793
                     96,                 1.4432,                 2.3125,                 1.4321,                0.15197,                0.19388,                0.10674,                0.06936,                 1.4143,                 2.4778,                 1.4487,              0.0090694,              0.0090694,              0.0090694
                     97,                 1.4498,                 2.3327,                 1.4322,                0.21475,                0.21182,                0.11226,                0.07394,                 1.4049,                 2.4589,                 1.4428,              0.0090595,              0.0090595,              0.0090595
                     98,                 1.4393,                 2.2993,                 1.4189,                0.16407,                0.19151,                0.11153,                0.07276,                 1.4043,                 2.4607,                 1.4431,              0.0090496,              0.0090496,              0.0090496
                     99,                 1.4331,                 2.3303,                 1.4291,                0.23237,                0.17885,                0.11074,                0.07283,                 1.4105,                 2.4668,                 1.4459,              0.0090397,              0.0090397,              0.0090397
                    100,                 1.4513,                   2.32,                 1.4455,                0.16961,                0.19083,                0.11186,                0.07394,                 1.4061,                 2.4632,                 1.4483,              0.0090298,              0.0090298,              0.0090298
                    101,                 1.4474,                 2.3171,                 1.4328,                  0.215,                0.20324,                0.11449,                 0.0751,                 1.4057,                 2.4516,                 1.4385,              0.0090199,              0.0090199,              0.0090199
                    102,                 1.4427,                 2.3323,                 1.4224,                0.18087,                0.18831,                0.11528,                0.07553,                 1.4126,                  2.452,                 1.4384,                0.00901,                0.00901,                0.00901
                    103,                 1.4319,                 2.2882,                 1.4301,                0.18964,                0.18964,                 0.1206,                0.07856,                 1.4084,                 2.4388,                 1.4421,              0.0090001,              0.0090001,              0.0090001
                    104,                 1.4326,                 2.3073,                 1.4303,                0.18955,                0.19319,                0.11766,                0.07712,                 1.4036,                 2.4426,                 1.4402,              0.0089902,              0.0089902,              0.0089902
                    105,                 1.4318,                 2.2986,                 1.4252,                0.25265,                0.19001,                0.12037,                0.07894,                 1.3982,                 2.4287,                 1.4382,              0.0089803,              0.0089803,              0.0089803
                    106,                 1.4536,                 2.2966,                 1.4302,                 0.2314,                0.19291,                0.12031,                0.07858,                 1.3981,                 2.4495,                 1.4382,              0.0089704,              0.0089704,              0.0089704
                    107,                 1.4326,                 2.2848,                 1.4081,                 0.1962,                  0.188,                0.12139,                0.07961,                 1.3922,                 2.4318,                 1.4313,              0.0089605,              0.0089605,              0.0089605
                    108,                 1.4405,                 2.2765,                  1.428,                0.19979,                 0.1899,                0.12392,                0.08304,                 1.3999,                 2.4419,                 1.4385,              0.0089506,              0.0089506,              0.0089506
                    109,                 1.4285,                 2.2678,                  1.421,                0.19383,                0.18698,                0.12323,                0.08198,                 1.3971,                 2.4335,                  1.439,              0.0089407,              0.0089407,              0.0089407
                    110,                 1.4259,                 2.2602,                 1.4168,                0.19156,                0.19578,                0.11907,                 0.0792,                 1.3936,                  2.435,                 1.4362,              0.0089308,              0.0089308,              0.0089308
                    111,                   1.43,                 2.2551,                 1.4031,                0.18516,                0.19887,                 0.1197,                0.07908,                 1.3889,                 2.4295,                 1.4344,              0.0089209,              0.0089209,              0.0089209
                    112,                 1.4116,                 2.2361,                  1.402,                0.23456,                0.19128,                 0.1212,                0.08049,                 1.3973,                 2.4376,                 1.4348,               0.008911,               0.008911,               0.008911
                    113,                 1.4291,                 2.2616,                 1.4208,                0.18213,                0.19834,                0.12268,                0.08201,                  1.399,                 2.4361,                 1.4374,              0.0089011,              0.0089011,              0.0089011
                    114,                 1.4514,                 2.2391,                 1.4129,                0.20382,                0.19552,                0.12806,                0.08477,                 1.3991,                  2.437,                 1.4355,              0.0088912,              0.0088912,              0.0088912
                    115,                 1.4123,                 2.2038,                 1.4054,                 0.2077,                0.19235,                0.13055,                0.08769,                  1.396,                 2.4332,                 1.4345,              0.0088813,              0.0088813,              0.0088813
                    116,                 1.4271,                 2.2345,                 1.4049,                0.22262,                0.20053,                0.13022,                0.08737,                 1.3923,                 2.4213,                 1.4325,              0.0088714,              0.0088714,              0.0088714
                    117,                  1.424,                 2.2338,                 1.4211,                0.20849,                0.19489,                0.12789,                0.08526,                 1.3869,                   2.42,                 1.4263,              0.0088615,              0.0088615,              0.0088615
                    118,                 1.3981,                 2.2084,                 1.4005,                0.20547,                0.20143,                0.13214,                0.08931,                 1.3887,                 2.4072,                 1.4275,              0.0088516,              0.0088516,              0.0088516
                    119,                 1.4344,                 2.2235,                  1.405,                0.19738,                0.20341,                0.13461,                0.09025,                 1.3923,                 2.4101,                 1.4308,              0.0088417,              0.0088417,              0.0088417
                    120,                 1.4117,                  2.209,                 1.4124,                0.20056,                0.19925,                0.13041,                0.08687,                 1.3991,                 2.4173,                 1.4332,              0.0088318,              0.0088318,              0.0088318
                    121,                 1.4189,                 2.1985,                 1.4164,                0.21762,                0.18702,                0.13039,                0.08718,                  1.389,                 2.4158,                  1.424,              0.0088219,              0.0088219,              0.0088219
                    122,                 1.4154,                 2.2171,                 1.3981,                0.22392,                0.18705,                0.13222,                 0.0887,                  1.382,                 2.4058,                 1.4187,               0.008812,               0.008812,               0.008812
                    123,                 1.4199,                 2.1827,                 1.4122,                0.23582,                0.19778,                 0.1331,                0.08842,                 1.3883,                 2.4068,                 1.4251,              0.0088021,              0.0088021,              0.0088021
                    124,                 1.4185,                    2.2,                 1.4095,                0.22268,                0.19908,                0.13275,                 0.0897,                 1.3877,                 2.4097,                 1.4248,              0.0087922,              0.0087922,              0.0087922
                    125,                 1.4187,                 2.1832,                 1.3978,                0.20658,                0.19045,                0.13199,                0.08926,                 1.3833,                 2.4051,                 1.4199,              0.0087823,              0.0087823,              0.0087823
                    126,                 1.4012,                 2.1897,                 1.3926,                0.24354,                0.18814,                0.13559,                 0.0909,                 1.3839,                 2.3974,                 1.4242,              0.0087724,              0.0087724,              0.0087724
                    127,                 1.4057,                 2.1632,                 1.3942,                  0.252,                0.19242,                0.13857,                0.09277,                 1.3912,                 2.3973,                  1.429,              0.0087625,              0.0087625,              0.0087625
                    128,                 1.4158,                 2.1585,                 1.3922,                0.21817,                0.20295,                0.13578,                0.09086,                 1.3894,                 2.4058,                 1.4252,              0.0087526,              0.0087526,              0.0087526
                    129,                  1.412,                 2.1624,                 1.4024,                0.24062,                0.18333,                 0.1387,                0.09162,                 1.3896,                 2.3971,                 1.4264,              0.0087427,              0.0087427,              0.0087427
                    130,                 1.3945,                 2.1547,                 1.3912,                0.24431,                0.18682,                0.14217,                 0.0944,                 1.3889,                  2.386,                 1.4259,              0.0087328,              0.0087328,              0.0087328
                    131,                 1.4094,                  2.151,                 1.4001,                 0.2116,                0.20007,                0.14139,                 0.0933,                 1.3867,                  2.387,                 1.4207,              0.0087229,              0.0087229,              0.0087229
                    132,                 1.4025,                 2.1311,                 1.3966,                0.23992,                0.19668,                0.14655,                0.09803,                 1.3811,                 2.3864,                  1.418,               0.008713,               0.008713,               0.008713
                    133,                 1.3932,                 2.1129,                 1.3802,                0.25432,                 0.1919,                0.14748,                0.09918,                 1.3827,                 2.3871,                 1.4205,              0.0087031,              0.0087031,              0.0087031
