                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                  1.208,                 1.6534,                 1.2208,                0.29555,                0.21959,                0.18421,                0.13044,                 1.3444,                 2.3524,                  1.347,              0.0092872,              0.0092872,              0.0092872
                     75,                 1.2004,                 1.6398,                 1.2204,                0.34464,                0.20007,                0.17187,                 0.1193,                  1.346,                 2.4123,                 1.3404,              0.0092773,              0.0092773,              0.0092773
                     76,                 1.2012,                 1.6395,                  1.213,                0.31586,                0.20253,                0.17927,                0.12533,                 1.3603,                 2.3839,                 1.3517,              0.0092674,              0.0092674,              0.0092674
                     77,                 1.1902,                 1.6072,                  1.209,                0.34141,                0.20372,                0.18367,                0.12927,                 1.3407,                 2.3981,                 1.3479,              0.0092575,              0.0092575,              0.0092575
                     78,                 1.1874,                 1.5839,                 1.2046,                0.28715,                0.23419,                0.18525,                0.13015,                 1.3439,                 2.3901,                 1.3526,              0.0092476,              0.0092476,              0.0092476
                     79,                  1.189,                 1.5917,                 1.2049,                0.30934,                0.22393,                0.18733,                0.13174,                 1.3397,                   2.36,                 1.3379,              0.0092377,              0.0092377,              0.0092377
                     80,                 1.1859,                 1.5527,                 1.2086,                0.29675,                0.22574,                0.18207,                0.12811,                 1.3343,                 2.3856,                 1.3479,              0.0092278,              0.0092278,              0.0092278
                     81,                  1.191,                 1.5528,                 1.2002,                0.32742,                0.22336,                 0.1936,                0.13605,                 1.3386,                 2.3737,                 1.3323,              0.0092179,              0.0092179,              0.0092179
                     82,                 1.1754,                 1.5413,                 1.2085,                0.32901,                  0.218,                0.18926,                0.13465,                 1.3298,                 2.3872,                 1.3343,               0.009208,               0.009208,               0.009208
                     83,                 1.1814,                 1.5315,                 1.2001,                0.37222,                0.20117,                0.19818,                0.14069,                  1.341,                 2.3642,                 1.3434,              0.0091981,              0.0091981,              0.0091981
