                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    117,                 1.4132,                 2.2286,                 1.4077,                0.27707,                0.18792,                0.13689,                0.09098,                 1.3798,                 2.4035,                 1.3933,              0.0088615,              0.0088615,              0.0088615
                    118,                 1.3844,                 2.1877,                 1.3862,                0.20714,                0.19261,                0.13732,                 0.0915,                 1.3839,                 2.4144,                 1.3964,              0.0088516,              0.0088516,              0.0088516
                    119,                 1.4224,                 2.1967,                 1.3862,                0.20122,                0.19561,                  0.139,                 0.0927,                 1.3811,                 2.4044,                 1.3954,              0.0088417,              0.0088417,              0.0088417
                    120,                 1.4007,                 2.1894,                 1.3834,                0.21759,                0.19808,                0.13987,                0.09352,                 1.3766,                 2.4022,                 1.3888,              0.0088318,              0.0088318,              0.0088318
                    121,                 1.4037,                  2.187,                 1.3879,                0.22485,                0.18227,                0.13764,                0.09257,                  1.375,                 2.3897,                 1.3821,              0.0088219,              0.0088219,              0.0088219
                    122,                 1.4008,                 2.1984,                 1.3736,                0.21196,                0.20229,                0.13904,                0.09362,                  1.376,                 2.3807,                 1.3844,               0.008812,               0.008812,               0.008812
                    123,                 1.4073,                 2.1566,                 1.3872,                 0.2287,                0.19742,                0.14255,                0.09552,                 1.3817,                 2.3897,                 1.3923,              0.0088021,              0.0088021,              0.0088021
                    124,                 1.4041,                 2.1724,                 1.3878,                0.23606,                  0.193,                0.14163,                0.09539,                 1.3785,                 2.3911,                 1.3916,              0.0087922,              0.0087922,              0.0087922
                    125,                 1.3968,                 2.1528,                 1.3763,                0.20553,                0.19702,                 0.1407,                0.09466,                 1.3764,                 2.3958,                 1.3883,              0.0087823,              0.0087823,              0.0087823
                    126,                 1.3924,                 2.1643,                 1.3786,                0.21428,                0.21032,                0.14699,                0.09833,                 1.3658,                 2.3645,                 1.3767,              0.0087724,              0.0087724,              0.0087724
                    127,                 1.3927,                 2.1434,                 1.3758,                0.23498,                0.20738,                0.14849,                0.09877,                 1.3725,                 2.3603,                 1.3846,              0.0087625,              0.0087625,              0.0087625
                    128,                 1.3974,                 2.1403,                 1.3681,                0.24167,                0.20418,                0.15179,                0.10204,                 1.3733,                 2.3548,                 1.3855,              0.0087526,              0.0087526,              0.0087526
                    129,                 1.4046,                 2.1421,                 1.3852,                 0.2448,                0.19449,                0.15276,                0.10194,                   1.37,                 2.3553,                 1.3856,              0.0087427,              0.0087427,              0.0087427
                    130,                 1.3885,                 2.1292,                 1.3751,                0.23573,                0.21182,                0.15442,                0.10351,                   1.37,                 2.3493,                 1.3838,              0.0087328,              0.0087328,              0.0087328
                    131,                 1.3928,                 2.1284,                 1.3784,                0.23281,                0.20778,                  0.154,                0.10314,                 1.3731,                 2.3527,                 1.3881,              0.0087229,              0.0087229,              0.0087229
                    132,                 1.3852,                 2.1127,                 1.3726,                 0.2653,                0.18911,                0.15506,                 0.1044,                 1.3717,                 2.3474,                 1.3836,               0.008713,               0.008713,               0.008713
                    133,                 1.3841,                 2.0936,                 1.3595,                0.25377,                0.21197,                0.15676,                0.10532,                 1.3737,                 2.3408,                 1.3833,              0.0087031,              0.0087031,              0.0087031
